"session_id","sex","age","citizenship","referrer","us_or_international","lab_or_online","anchor","everest_feet","everest_meters"
2420214,"f",21,"US","pi","US","Online","low",2130,NA
2420312,"f",45,"US","pi","US","Online","low",3800,NA
2420429,"m",21,"US","pi","US","Online","high",34800,NA
2420431,"f",23,"US","pi","US","Online","low",10000,NA
2420560,"f",21,"US","pi","US","Online","low",3500,NA
2420585,"m",48,"US","pi","US","Online","low",15000,NA
2420648,"m",26,"TW","pi","US","Online","low",2500,NA
2420677,"m",21,"US","pi","US","Online","low",3000,NA
2420689,"f",47,"US","pi","US","Online","low",2500,NA
2420890,"f",25,"US","pi","US","Online","high",41000,NA
2420920,"m",19,"US","pi","US","Online","low",28000,NA
2421226,"m",28,"US","pi","US","Online","high",32000,NA
2421228,"f",44,"US","pi","US","Online","low",2500,NA
2421257,"m",23,"US","pi","US","Online","low",29000,NA
2421279,"m",60,"US","pi","US","Online","high",3600,NA
2421483,"f",16,"US","pi","US","Online","low",30000,NA
2421540,"m",24,"US","pi","US","Online","low",4000,NA
2421608,"f",16,"US","pi","US","Online","low",5000,NA
2421609,"f",18,"US","pi","US","Online","low",3471,NA
2421624,"m",50,"US","pi","US","Online","high",29000,NA
2421642,"f",18,"US","pi","US","Online","high",25000,NA
2421657,"f",17,"US","pi","US","Online","low",12000,NA
2421977,"m",44,"US","pi","US","Online","high",29028,NA
2421992,"m",28,"US","pi","US","Online","high",45000,NA
2422006,"m",21,"US","pi","US","Online","high",32000,NA
2422139,"m",25,"US","pi","US","Online","low",29000,NA
2422250,"m",21,"US","pi","US","Online","high",20000,NA
2422380,"f",21,"US","pi","US","Online","low",11000,NA
2422644,"f",36,"US","pi","US","Online","low",15000,NA
2422683,"f",21,"US","pi","US","Online","high",40000,NA
2422696,"m",21,"US","pi","US","Online","high",43000,NA
2422710,"f",54,"US","pi","US","Online","low",10000,NA
2422724,"f",37,"US","pi","US","Online","low",2500,NA
2422856,"f",22,"US","pi","US","Online","low",7000,NA
2422941,"m",24,"US","pi","US","Online","low",10000,NA
2422995,"m",20,"US","pi","US","Online","low",24000,NA
2423088,"f",31,"US","pi","US","Online","low",8000,NA
2423243,"f",18,"US","pi","US","Online","high",40000,NA
2423322,"m",37,"US","pi","US","Online","high",33000,NA
2423325,"m",24,"US","pi","US","Online","high",25000,NA
2423491,"f",21,"US","pi","US","Online","low",25000,NA
2423497,"f",22,"US","pi","US","Online","high",43500,NA
2423716,"f",21,"IR","pi","US","Online","high",29500,NA
2423856,"m",21,"US","pi","US","Online","low",16500,NA
2423963,"f",18,"US","pi","US","Online","low",13000,NA
2424012,"m",54,"US","pi","US","Online","high",23000,NA
2424068,"f",32,"US","pi","US","Online","high",42000,NA
2424209,"f",26,"US","pi","US","Online","low",5000,NA
2424284,"f",21,"US","pi","US","Online","low",23179,NA
2424368,"f",22,"US","pi","US","Online","high",44600,NA
2424391,"m",18,"US","pi","US","Online","low",3000,NA
2424465,"f",24,"US","pi","US","Online","high",25000,NA
2424564,"f",33,"US","pi","US","Online","low",29000,NA
2424636,"m",23,"US","pi","US","Online","low",2563,NA
2425027,"m",21,"US","pi","US","Online","high",30000,NA
2425045,"f",45,"US","pi","US","Online","low",3500,NA
2425262,"f",42,"US","pi","US","Online","low",10000,NA
2425466,"m",21,"US","pi","US","Online","low",20000,NA
2425486,"f",18,"US","pi","US","Online","high",45400,NA
2425494,"m",18,"US","pi","US","Online","high",40000,NA
2425548,"f",19,"US","pi","US","Online","low",2580,NA
2425557,"f",16,"US","pi","US","Online","high",35000,NA
2425590,"m",31,"US","pi","US","Online","low",25000,NA
2425607,"f",21,"US","pi","US","Online","high",45000,NA
2425652,"f",16,"US","pi","US","Online","high",32000,NA
2425798,"m",21,"US","pi","US","Online","low",34000,NA
2425814,"f",23,"US","pi","US","Online","high",30000,NA
2425843,"f",83,"US","pi","US","Online","high",20000,NA
2425900,"m",53,"US","pi","US","Online","high",20000,NA
2425997,"m",46,"US","pi","US","Online","high",44265,NA
2426023,"f",41,"US","pi","US","Online","low",2500,NA
2426073,"f",19,"US","pi","US","Online","high",43000,NA
2426074,"f",26,"US","pi","US","Online","low",2100,NA
2426197,"m",20,"US","pi","US","Online","high",37000,NA
2426270,"f",25,"US","pi","US","Online","low",4000,NA
2426367,"m",20,"US","pi","US","Online","high",39996,NA
2426444,"m",42,"US","pi","US","Online","high",10000,NA
2426519,"m",18,"US","pi","US","Online","low",8000,NA
2426606,"m",55,"US","pi","US","Online","high",4200,NA
2426657,"m",29,"US","pi","US","Online","low",2500,NA
2426784,"f",29,"PA","pi","US","Online","low",5000,NA
2427000,"m",21,"US","pi","US","Online","low",2500,NA
2427176,"f",18,"US","pi","US","Online","high",40000,NA
2427330,"m",20,"US","pi","US","Online","high",42000,NA
2427342,"m",19,"US","pi","US","Online","low",5000,NA
2427402,"m",23,"US","pi","US","Online","high",45499,NA
2427424,"f",24,"US","pi","US","Online","low",2500,NA
2427467,"f",45,"US","pi","US","Online","high",25500,NA
2427544,"f",44,"US","pi","US","Online","high",40000,NA
2427557,"f",23,"US","pi","US","Online","high",43213,NA
2427632,"f",20,"US","pi","US","Online","high",40000,NA
2427790,"f",23,"US","pi","US","Online","high",30000,NA
2427831,"m",28,"US","pi","US","Online","low",10000,NA
2427853,"f",18,"US","pi","US","Online","low",40000,NA
2427954,"m",22,"US","pi","US","Online","high",36523,NA
2427958,"f",21,"US","pi","US","Online","high",30000,NA
2427974,"m",24,"US","pi","US","Online","high",43200,NA
2427997,"m",22,"US","pi","US","Online","low",4000,NA
2428120,"f",21,"US","pi","US","Online","low",5000,NA
2428131,"m",29,"US","pi","US","Online","low",5000,NA
2428538,"f",26,"US","pi","US","Online","high",45000,NA
2428577,"m",19,"US","pi","US","Online","high",30000,NA
2428583,"m",51,"US","pi","US","Online","high",21000,NA
2428720,"f",18,"NG","pi","US","Online","high",35000,NA
2428731,"m",21,"US","pi","US","Online","low",4000,NA
2428812,"f",19,"US","pi","US","Online","high",42000,NA
2428886,"m",42,"KE","pi","US","Online","high",45000,NA
2428891,"f",24,"US","pi","US","Online","low",12000,NA
2428951,"m",23,"US","pi","US","Online","low",4000,NA
2428972,"m",59,"US","pi","US","Online","low",29000,NA
2429013,"f",21,"US","pi","US","Online","low",2018,NA
2429032,"f",29,"US","pi","US","Online","high",35000,NA
2429065,"m",20,"US","pi","US","Online","high",5000,NA
2429083,"f",21,"US","pi","US","Online","low",5000,NA
2429090,"f",18,"US","pi","US","Online","low",5000,NA
2429209,"f",23,"US","pi","US","Online","high",40000,NA
2429292,"f",29,"US","pi","US","Online","high",43500,NA
2429294,"m",19,"US","pi","US","Online","high",40000,NA
2429299,"f",35,"US","pi","US","Online","high",30000,NA
2429392,"m",22,"US","pi","US","Online","high",30000,NA
2429425,"f",51,"US","pi","US","Online","high",38000,NA
2429510,"m",34,"US","pi","US","Online","high",20000,NA
2429651,"f",25,"US","pi","US","Online","high",38000,NA
2429654,"f",52,"US","pi","US","Online","low",5000,NA
2429672,"m",35,"US","pi","US","Online","high",29000,NA
2429676,"f",53,"US","pi","US","Online","high",32899,NA
2429711,"f",22,"US","pi","US","Online","high",30000,NA
2429840,"m",23,"US","pi","US","Online","high",40000,NA
2429928,"m",19,"CO","pi","US","Online","high",45499,NA
2429946,"f",53,"US","pi","US","Online","low",2150,NA
2430027,"m",15,"US","pi","US","Online","high",36000,NA
2430236,"f",20,"US","pi","US","Online","low",29029,NA
2430272,"m",35,"IE","pi","US","Online","low",27000,NA
2430448,".",NA,".","pi","US","Online","high",29000,NA
2430494,"f",19,"US","pi","US","Online","high",40000,NA
2430496,"f",19,"US","pi","US","Online","high",40000,NA
2430507,"f",30,"US","pi","US","Online","low",10000,NA
2430512,"f",23,"US","pi","US","Online","high",45000,NA
2430681,"f",18,"KR","pi","US","Online","high",45000,NA
2430697,"f",28,"BR","pi","US","Online","high",30000,NA
2430761,"m",48,"US","pi","US","Online","high",45499,NA
2430856,"m",39,"US","pi","US","Online","high",25000,NA
2430941,"f",46,"US","pi","US","Online","low",29120,NA
2431159,"f",24,"US","pi","US","Online","high",45000,NA
2431205,"f",44,"US","pi","US","Online","low",2500,NA
2431235,"f",23,"US","pi","US","Online","low",3600,NA
2431411,"f",20,"US","pi","US","Online","high",44500,NA
2431453,"f",50,"US","pi","US","Online","low",22000,NA
2431493,"f",47,"US","pi","US","Online","high",14500,NA
2431555,"f",18,"US","pi","US","Online","low",40000,NA
2431568,"f",60,"US","pi","US","Online","low",21000,NA
2431663,"f",19,"US","pi","US","Online","low",10000,NA
2431760,"f",53,"US","pi","US","Online","low",12000,NA
2431881,"m",23,"US","pi","US","Online","high",42756,NA
2431975,"f",51,"US","pi","US","Online","low",28000,NA
2432033,"m",21,"US","pi","US","Online","low",18000,NA
2432209,"f",39,"US","pi","US","Online","low",20000,NA
2432233,"f",28,"US","pi","US","Online","high",29000,NA
2432315,"f",50,"US","pi","US","Online","high",20000,NA
2432343,"f",49,"US","pi","US","Online","high",20000,NA
2432404,"f",25,"US","pi","US","Online","low",5000,NA
2432414,"m",22,"US","pi","US","Online","low",12000,NA
2432600,"m",25,"US","pi","US","Online","low",3200,NA
2432719,"f",18,"US","pi","US","Online","high",44625,NA
2432736,"m",55,"US","pi","US","Online","high",28235,NA
2432749,"m",38,"US","pi","US","Online","high",28000,NA
2432835,"f",40,"US","pi","US","Online","high",28000,NA
2432871,"f",39,"US","pi","US","Online","low",20000,NA
2432885,"m",30,"US","pi","US","Online","low",5800,NA
2432954,"f",37,"US","pi","US","Online","low",10000,NA
2432959,"f",28,"US","pi","US","Online","low",4000,NA
2432964,"f",22,"US","pi","US","Online","low",3500,NA
2432970,"m",55,"US","pi","US","Online","low",2800,NA
2432977,"f",22,"US","pi","US","Online","high",42361,NA
2432987,"f",23,"US","pi","US","Online","high",40000,NA
2432997,"m",27,"US","pi","US","Online","high",39960,NA
2433027,"f",23,"US","pi","US","Online","low",5000,NA
2433104,"f",26,"CO","pi","US","Online","low",3500,NA
2433212,"f",26,"US","pi","US","Online","high",40000,NA
2433418,"f",29,"US","pi","US","Online","low",5000,NA
2433581,"m",22,"US","pi","US","Online","high",36000,NA
2433634,"f",23,"US","pi","US","Online","low",2500,NA
2433644,"f",NA,"US","pi","US","Online","high",40000,NA
2433779,"f",36,"US","pi","US","Online","low",20000,NA
2433793,"f",18,"US","pi","US","Online","high",42000,NA
2433832,"f",22,"US","pi","US","Online","high",44000,NA
2433883,"f",30,"US","pi","US","Online","low",2500,NA
2433991,"f",38,"US","pi","US","Online","low",2800,NA
2433993,"f",23,"US","pi","US","Online","high",45000,NA
2434153,"f",28,"US","pi","US","Online","high",29000,NA
2434189,"f",40,"US","pi","US","Online","low",2800,NA
2434213,"f",16,"US","pi","US","Online","low",38000,NA
2434351,"m",21,"US","pi","US","Online","low",3200,NA
2434485,"f",37,"US","pi","US","Online","low",17000,NA
2434491,"f",NA,"US","pi","US","Online","high",35000,NA
2434511,"f",44,"US","pi","US","Online","low",29000,NA
2434697,"f",22,"US","pi","US","Online","high",45000,NA
2434769,"m",19,"US","pi","US","Online","high",3600,NA
2434780,"f",19,"US","pi","US","Online","high",38000,NA
2434816,"f",20,"US","pi","US","Online","high",30000,NA
2434829,"f",19,"US","pi","US","Online","high",30000,NA
2434986,"f",19,"US","pi","US","Online","low",6000,NA
2435000,"f",51,"US","pi","US","Online","high",30000,NA
2435009,"f",21,"US","pi","US","Online","low",2350,NA
2435072,"f",33,"US","pi","US","Online","high",32000,NA
2435167,"m",42,"US","pi","US","Online","low",17000,NA
2435277,"m",34,"US","pi","US","Online","low",6000,NA
2435558,"m",18,"US","pi","US","Online","high",30000,NA
2435566,"f",54,"US","pi","US","Online","high",37000,NA
2435601,"m",33,"US","pi","US","Online","low",3500,NA
2435618,"m",48,"US","pi","US","Online","high",29000,NA
2435669,"m",59,"US","pi","US","Online","low",3000,NA
2435717,"f",18,"US","pi","US","Online","high",45000,NA
2435772,"f",32,"US","pi","US","Online","low",28000,NA
2435783,"f",18,"US","pi","US","Online","low",2600,NA
2435793,"f",48,"US","pi","US","Online","low",4000,NA
2435810,"f",20,"US","pi","US","Online","low",3000,NA
2435906,"f",19,"US","pi","US","Online","high",22000,NA
2435919,"m",33,"JP","pi","US","Online","high",24000,NA
2436007,"f",18,"US","pi","US","Online","high",45000,NA
2484525,"f",18,"US","psu","US","In-lab","low",12000,NA
2484526,"f",20,"US","psu","US","In-lab","high",44000,NA
2484535,"f",19,"US","psu","US","In-lab","high",45000,NA
2484537,"f",18,"EC","psu","US","In-lab","low",6000,NA
2484548,"f",18,"RU","psu","US","In-lab","high",34000,NA
2484626,"f",18,"US","psu","US","In-lab","low",15000,NA
2484631,"f",18,"US","psu","US","In-lab","high",45000,NA
2484633,"f",18,"US","psu","US","In-lab","high",43500,NA
2484635,"f",18,"US","psu","US","In-lab","high",40000,NA
2484650,"f",18,"US","psu","US","In-lab","high",40000,NA
2484652,"f",18,"US","psu","US","In-lab","high",32000,NA
2484726,"f",18,"US","psu","US","In-lab","low",3000,NA
2484730,"f",18,"US","psu","US","In-lab","high",45499,NA
2484761,"f",20,"CN","psu","US","In-lab","high",40000,NA
2484762,"f",18,"US","psu","US","In-lab","low",3000,NA
2484765,"m",19,"US","psu","US","In-lab","high",42690,NA
2484829,"f",18,"US","psu","US","In-lab","low",3100,NA
2484831,"m",21,"US","psu","US","In-lab","low",2300,NA
2484832,"m",18,"IN","psu","US","In-lab","high",25000,NA
2484833,"f",18,"US","psu","US","In-lab","low",2700,NA
2484835,"f",19,"US","psu","US","In-lab","high",5000,NA
2484850,"f",18,"CN","psu","US","In-lab","high",30000,NA
2484921,"f",18,"US","psu","US","In-lab","high",41000,NA
2484923,"f",18,"US","psu","US","In-lab","low",9000,NA
2484927,"f",18,"US","psu","US","In-lab","low",15000,NA
2484936,"f",18,"US","psu","US","In-lab","high",26000,NA
2484944,"f",18,"US","psu","US","In-lab","low",15000,NA
2490490,"f",18,"US","psu","US","In-lab","low",6000,NA
2490493,"f",19,"US","psu","US","In-lab","high",40000,NA
2490496,"m",19,"US","psu","US","In-lab","high",30000,NA
2490499,"f",18,"US","psu","US","In-lab","low",4500,NA
2490501,"f",19,"US","psu","US","In-lab","high",40000,NA
2490558,"f",18,"US","psu","US","In-lab","high",42000,NA
2490564,"f",20,"US","psu","US","In-lab","low",5000,NA
2490571,"f",18,"US","psu","US","In-lab","low",3500,NA
2490582,"f",18,"US","psu","US","In-lab","high",37000,NA
2490586,"f",21,"US","psu","US","In-lab","high",43000,NA
2490596,"f",18,"US","psu","US","In-lab","high",40000,NA
2490616,"f",19,"US","psu","US","In-lab","low",15000,NA
2490617,"f",18,"US","psu","US","In-lab","low",2100,NA
2490624,"f",18,"US","psu","US","In-lab","low",4985,NA
2490644,"f",19,"US","psu","US","In-lab","low",4000,NA
2490651,"f",18,"US","psu","US","In-lab","low",5000,NA
2490661,"f",20,"US","psu","US","In-lab","low",5000,NA
2490664,"f",19,"US","psu","US","In-lab","low",3000,NA
2490682,"f",20,"US","psu","US","In-lab","high",40000,NA
2490703,"f",19,"US","psu","US","In-lab","high",44000,NA
2490714,"f",20,"US","psu","US","In-lab","low",3500,NA
2490730,"f",22,"CN","psu","US","In-lab","low",5000,NA
2490736,"m",26,"US","psu","US","In-lab","high",42000,NA
2490738,"f",18,"US","psu","US","In-lab","low",5000,NA
2490741,"f",19,"US","psu","US","In-lab","low",20000,NA
2490743,"f",18,"TW","psu","US","In-lab","low",2300,NA
2490756,"m",20,"US","psu","US","In-lab","low",24000,NA
2490791,"m",20,"US","psu","US","In-lab","low",2839,NA
2490804,"m",18,"US","psu","US","In-lab","high",44500,NA
2492280,"f",18,"US","psu","US","In-lab","high",40000,NA
2492283,"f",23,"US","psu","US","In-lab","high",40000,NA
2492337,"m",20,"US","psu","US","In-lab","high",43154,NA
2492339,"f",19,"US","psu","US","In-lab","low",6000,NA
2492340,"f",18,"US","psu","US","In-lab","high",35000,NA
2492360,"f",19,"US","psu","US","In-lab","high",40000,NA
2492363,"m",19,"US","psu","US","In-lab","low",3800,NA
2492365,"f",18,"US","psu","US","In-lab","low",5000,NA
2492377,"m",18,"US","psu","US","In-lab","low",7000,NA
2492422,"f",18,"US","psu","US","In-lab","high",40200,NA
2492428,"f",18,"US","psu","US","In-lab","high",45000,NA
2492477,"f",19,"US","psu","US","In-lab","high",40000,NA
2492480,"f",19,"US","psu","US","In-lab","high",42000,NA
2492499,"m",20,"HK","psu","US","In-lab","high",43000,NA
2493991,"f",18,"US","psu","US","In-lab","low",5500,NA
2493998,"m",20,"US","psu","US","In-lab","low",15000,NA
2493999,"f",19,"US","psu","US","In-lab","high",43200,NA
2494001,"f",18,"US","psu","US","In-lab","low",10000,NA
2494004,"f",18,"US","psu","US","In-lab","low",30000,NA
2494055,"f",18,"US","psu","US","In-lab","low",36000,NA
2494062,"f",20,"US","psu","US","In-lab","low",2100,NA
2494064,"f",18,"US","psu","US","In-lab","low",3450,NA
2494069,"f",19,"US","psu","US","In-lab","high",45499,NA
2494070,"f",18,"US","psu","US","In-lab","low",3220,NA
2494092,"f",18,"US","psu","US","In-lab","high",30000,NA
2494117,"f",18,"US","psu","US","In-lab","low",3160,NA
2494131,"f",22,"US","psu","US","In-lab","high",35000,NA
2494134,"m",19,"US","psu","US","In-lab","low",4000,NA
2494135,"m",18,"US","psu","US","In-lab","high",45493,NA
2494139,"f",18,"US","psu","US","In-lab","low",7000,NA
2494171,"f",19,"US","psu","US","In-lab","high",20000,NA
2435605,"f",17,"US","qccuny","US","In-lab","high",37500,NA
2435609,"f",18,"US","qccuny","US","In-lab","low",5000,NA
2435611,"f",19,"US","qccuny","US","In-lab","high",35500,NA
2435994,"f",19,"US","qccuny","US","In-lab","high",39000,NA
2435995,"f",18,"US","qccuny","US","In-lab","low",3000,NA
2436001,"f",18,"US","qccuny","US","In-lab","high",30000,NA
2436104,"f",27,"US","qccuny","US","In-lab","high",45450,NA
2436106,"f",18,"US","qccuny","US","In-lab","low",5000,NA
2436108,"f",19,"US","qccuny","US","In-lab","high",41000,NA
2436109,"m",18,".","qccuny","US","In-lab","low",2550,NA
2440777,"m",19,"US","qccuny","US","In-lab","low",3500,NA
2442207,"m",22,"US","qccuny","US","In-lab","high",30000,NA
2442597,"f",20,"CN","qccuny","US","In-lab","high",45000,NA
2442600,"f",19,"US","qccuny","US","In-lab","high",40000,NA
2442616,"m",17,"US","qccuny","US","In-lab","low",11374,NA
2443480,"f",23,"US","qccuny","US","In-lab","high",32000,NA
2443559,"f",21,"US","qccuny","US","In-lab","low",5000,NA
2445944,"f",20,"CN","qccuny","US","In-lab","low",2500,NA
2445947,"f",19,"CN","qccuny","US","In-lab","low",3000,NA
2445952,"f",31,"US","qccuny","US","In-lab","low",5000,NA
2445955,"f",18,"US","qccuny","US","In-lab","high",25000,NA
2446058,"f",18,"HK","qccuny","US","In-lab","low",4000,NA
2446093,"m",18,"US","qccuny","US","In-lab","high",39000,NA
2446101,"f",19,"US","qccuny","US","In-lab","low",5000,NA
2446232,"f",17,"UZ","qccuny","US","In-lab","low",2300,NA
2446279,"f",18,"US","qccuny","US","In-lab","low",2550,NA
2446283,"f",20,"US","qccuny","US","In-lab","low",15000,NA
2447378,"f",27,"US","qccuny","US","In-lab","low",2700,NA
2447379,"f",33,"CO","qccuny","US","In-lab","high",45300,NA
2447381,"f",30,"PE","qccuny","US","In-lab","high",35000,NA
2447382,"f",24,"US","qccuny","US","In-lab","high",36400,NA
2447428,"f",18,"US","qccuny","US","In-lab","high",30000,NA
2447431,"m",25,"US","qccuny","US","In-lab","low",7500,NA
2447571,"f",30,"MX","qccuny","US","In-lab","low",5000,NA
2452217,"f",18,"US","qccuny","US","In-lab","low",2500,NA
2452227,"f",20,"US","qccuny","US","In-lab","low",12000,NA
2452232,"f",24,"KR","qccuny","US","In-lab","low",2376,NA
2452233,"f",19,"US","qccuny","US","In-lab","high",45000,NA
2452291,"f",19,"US","qccuny","US","In-lab","low",4500,NA
2452351,"f",20,"US","qccuny","US","In-lab","low",2800,NA
2452354,"m",19,"BR","qccuny","US","In-lab","low",2500,NA
2454871,"f",23,"US","qccuny","US","In-lab","high",20000,NA
2454875,"m",22,"US","qccuny","US","In-lab","high",39597,NA
2454887,"f",18,"US","qccuny","US","In-lab","low",32000,NA
2454953,"f",44,"US","qccuny","US","In-lab","high",10500,NA
2458773,"f",20,"CN","qccuny","US","In-lab","low",2500,NA
2458792,"f",20,"US","qccuny","US","In-lab","low",2500,NA
2458793,"m",19,"US","qccuny","US","In-lab","low",8000,NA
2458871,"m",20,"US","qccuny","US","In-lab","high",43400,NA
2458873,"f",21,"US","qccuny","US","In-lab","high",45000,NA
2458876,"f",19,"KR","qccuny","US","In-lab","high",35500,NA
2458906,"f",34,"AF","qccuny","US","In-lab","high",30000,NA
2458992,"f",20,"KR","qccuny","US","In-lab","low",5000,NA
2459011,"f",18,"CN","qccuny","US","In-lab","high",38000,NA
2459017,"f",22,"US","qccuny","US","In-lab","high",3500,NA
2460980,"f",18,"US","qccuny","US","In-lab","high",33000,NA
2460982,"f",21,"US","qccuny","US","In-lab","low",5000,NA
2460988,"f",18,"CN","qccuny","US","In-lab","low",3500,NA
2461079,"f",18,"US","qccuny","US","In-lab","high",40000,NA
2461192,"m",18,"US","qccuny","US","In-lab","low",5000,NA
2461195,"f",18,"US","qccuny","US","In-lab","low",5436,NA
2461359,".",19,"US","qccuny","US","In-lab","low",10000,NA
2465670,"f",20,"US","qccuny","US","In-lab","high",38000,NA
2465683,"f",19,"US","qccuny","US","In-lab","low",25000,NA
2466121,"f",19,"KR","qccuny","US","In-lab","low",2500,NA
2466125,"m",25,"IL","qccuny","US","In-lab","high",30000,NA
2468372,"f",21,"US","qccuny","US","In-lab","high",35000,NA
2468381,"f",18,"US","qccuny","US","In-lab","high",40000,NA
2468429,"f",45,"US","qccuny","US","In-lab","high",20000,NA
2468430,"f",18,"US","qccuny","US","In-lab","high",40000,NA
2468439,"m",32,"US","qccuny","US","In-lab","high",45499,NA
2468449,"f",18,"US","qccuny","US","In-lab","high",40000,NA
2469494,"f",19,"US","qccuny","US","In-lab","low",6000,NA
2469495,"f",19,"US","qccuny","US","In-lab","low",4638,NA
2469498,"f",19,"CN","qccuny","US","In-lab","low",3500,NA
2469526,"f",25,"IN","qccuny","US","In-lab","high",35500,NA
2469837,"f",18,"US","qccuny","US","In-lab","low",4800,NA
2469845,"f",19,"US","qccuny","US","In-lab","high",45000,NA
2469848,"f",22,"CN","qccuny","US","In-lab","low",2500,NA
2469854,"f",18,"US","qccuny","US","In-lab","high",40000,NA
2470430,"m",18,"US","qccuny","US","In-lab","high",43000,NA
2470432,"f",18,"US","qccuny","US","In-lab","high",25000,NA
2472217,"f",18,"CN","qccuny","US","In-lab","low",2500,NA
2472226,"f",18,"US","qccuny","US","In-lab","high",25000,NA
2472339,"f",18,"US","qccuny","US","In-lab","high",45000,NA
2472380,"f",21,"DO","qccuny","US","In-lab","high",4000,NA
2472440,"m",24,"US","qccuny","US","In-lab","high",42000,NA
2472457,"f",18,"PY","qccuny","US","In-lab","low",2550,NA
2473367,"f",19,"US","qccuny","US","In-lab","high",44000,NA
2473368,"m",20,"US","qccuny","US","In-lab","low",2500,NA
2473414,"f",20,"CN","qccuny","US","In-lab","low",2030,NA
2473484,"f",18,"PH","qccuny","US","In-lab","low",2500,NA
2473485,"m",18,"BD","qccuny","US","In-lab","low",4000,NA
2451561,"f",19,"US","qccuny2","US","In-lab","high",20000,NA
2451696,"f",21,"US","qccuny2","US","In-lab","high",40000,NA
2451970,"f",21,"US","qccuny2","US","In-lab","low",2500,NA
2452017,"f",23,"US","qccuny2","US","In-lab","high",45000,NA
2452373,"f",21,"US","qccuny2","US","In-lab","high",45450,NA
2454002,"f",18,"US","qccuny2","US","In-lab","low",3200,NA
2454025,"f",21,"US","qccuny2","US","In-lab","high",43550,NA
2454108,"f",19,"KR","qccuny2","US","In-lab","low",5000,NA
2454143,"m",19,"US","qccuny2","US","In-lab","low",5000,NA
2456274,"m",26,"US","qccuny2","US","In-lab","low",16000,NA
2456275,"f",19,"US","qccuny2","US","In-lab","high",45000,NA
2458336,"f",22,"US","qccuny2","US","In-lab","low",12000,NA
2458349,"f",20,"US","qccuny2","US","In-lab","high",40000,NA
2458491,"m",25,"RU","qccuny2","US","In-lab","high",42000,NA
2458529,"m",28,"US","qccuny2","US","In-lab","high",36000,NA
2458637,"m",19,"AF","qccuny2","US","In-lab","high",45000,NA
2458648,"f",44,"US","qccuny2","US","In-lab","low",3000,NA
2458725,"f",20,"KR","qccuny2","US","In-lab","high",45000,NA
2458855,"f",18,"US","qccuny2","US","In-lab","high",20000,NA
2458860,"f",20,"CN","qccuny2","US","In-lab","high",30000,NA
2459013,"f",19,"US","qccuny2","US","In-lab","low",15000,NA
2459018,"f",23,"ID","qccuny2","US","In-lab","low",2223,NA
2466324,"f",20,"CN","qccuny2","US","In-lab","high",42500,NA
2466409,"f",18,"US","qccuny2","US","In-lab","low",5500,NA
2466418,"f",18,"US","qccuny2","US","In-lab","low",2845,NA
2467562,"f",20,"US","qccuny2","US","In-lab","high",29029,NA
2467654,"m",18,"US","qccuny2","US","In-lab","low",15000,NA
2467659,"f",18,"US","qccuny2","US","In-lab","low",8000,NA
2467746,"f",18,"US","qccuny2","US","In-lab","low",5000,NA
2467869,"m",18,"US","qccuny2","US","In-lab","low",3600,NA
2469514,"f",19,"US","qccuny2","US","In-lab","high",17000,NA
2469967,"f",20,"KR","qccuny2","US","In-lab","low",5000,NA
2470136,"m",19,"NG","qccuny2","US","In-lab","low",20000,NA
2471564,"f",20,"KR","qccuny2","US","In-lab","low",10000,NA
2472069,"f",24,"US","qccuny2","US","In-lab","low",4000,NA
2472330,"f",18,"GY","qccuny2","US","In-lab","low",23000,NA
2472452,"m",18,"US","qccuny2","US","In-lab","high",23732,NA
2473609,"f",19,"US","qccuny2","US","In-lab","high",40000,NA
2473632,"f",21,"US","qccuny2","US","In-lab","low",5000,NA
2477146,"f",18,"US","qccuny2","US","In-lab","low",40000,NA
2477372,"f",20,"US","qccuny2","US","In-lab","high",29029,NA
2478030,"f",18,"US","qccuny2","US","In-lab","low",5000,NA
2479462,"f",18,"US","qccuny2","US","In-lab","high",10000,NA
2479503,"f",18,"US","qccuny2","US","In-lab","low",6000,NA
2482076,"f",22,"US","qccuny2","US","In-lab","low",4000,NA
2484342,"m",19,"US","qccuny2","US","In-lab","low",2300,NA
2484842,"m",21,"US","qccuny2","US","In-lab","high",7000,NA
2484849,"f",20,"KR","qccuny2","US","In-lab","high",42000,NA
2484873,"f",29,"US","qccuny2","US","In-lab","low",3000,NA
2486261,"m",27,"IN","qccuny2","US","In-lab","high",40000,NA
2486284,"m",18,"US","qccuny2","US","In-lab","low",2500,NA
2486296,"f",19,"US","qccuny2","US","In-lab","low",10000,NA
2486966,"f",45,"US","qccuny2","US","In-lab","low",11000,NA
2486976,"m",19,"US","qccuny2","US","In-lab","low",2500,NA
2486984,"f",18,"US","qccuny2","US","In-lab","low",3000,NA
2491919,"m",18,"CN","qccuny2","US","In-lab","low",3000,NA
2491966,"m",19,"CN","qccuny2","US","In-lab","high",40000,NA
2492034,"m",29,"US","qccuny2","US","In-lab","high",36000,NA
2492042,"f",18,"US","qccuny2","US","In-lab","high",30000,NA
2492080,"f",19,"US","qccuny2","US","In-lab","high",38900,NA
2492082,"f",22,"US","qccuny2","US","In-lab","low",7000,NA
2492115,"f",18,"US","qccuny2","US","In-lab","low",6000,NA
2492273,"m",19,"US","qccuny2","US","In-lab","high",40000,NA
2492344,"f",19,"CN","qccuny2","US","In-lab","high",40000,NA
