"iid","pid","gender","age","date_like","other_like","date_want","other_want","match","self_attr","self_sinc","self_intel","self_fun","self_amb","other_attr","other_sinc","other_intel","other_fun","other_amb","other_shar","date_attr","date_sinc","date_intel","date_fun","date_amb","date_shar","self_imp_attr","self_imp_sinc","self_imp_intel","self_imp_fun","self_imp_amb","self_imp_shar","other_imp_attr","other_imp_sinc","other_imp_intel","other_imp_fun","other_imp_amb","other_imp_shar"
194,232,"female",24,5,5,0,0,0,9,10,10,8,10,5,5,5,4,3,5,5,10,9,6,7,6,16,16,20,16,18,14,17.78,17.78,17.78,17.78,13.33,15.56
194,233,"female",24,7,6,0,1,0,9,10,10,8,10,6,7,8,7,8,NA,6,7,9,7,8,6,16,16,20,16,18,14,14,20,18,16,14,18
195,214,"female",27,10,7,0,0,0,9,8,10,10,8,9,8,7,7,7,5,8,7,10,8,9,9,15.38,19.23,19.23,19.23,13.46,13.46,17.02,21.28,17.02,21.28,14.89,8.51
195,215,"female",27,10,8,1,1,1,9,8,10,10,8,5,9,8,9,7,9,7,8,9,9,8,9,15.38,19.23,19.23,19.23,13.46,13.46,14.89,19.15,21.28,19.15,14.89,10.64
195,216,"female",27,6,7,0,1,0,9,8,10,10,8,7,7,9,8,8,4,5,8,7,6,8,6,15.38,19.23,19.23,19.23,13.46,13.46,7.5,17.5,20,22.5,12.5,20
195,217,"female",27,6,7,1,1,1,9,8,10,10,8,6,5,9,4,6,5,9,6,10,7,9,6,15.38,19.23,19.23,19.23,13.46,13.46,21.28,17.02,21.28,12.77,6.38,21.28
195,218,"female",27,7,6,0,1,0,9,8,10,10,8,6,7,7,5,6,6,6,10,10,5,9,6,15.38,19.23,19.23,19.23,13.46,13.46,20.51,5.13,23.08,12.82,17.95,20.51
195,219,"female",27,9,7,0,1,0,9,8,10,10,8,7,8,7,7,4,7,9,10,9,9,8,9,15.38,19.23,19.23,19.23,13.46,13.46,16.28,16.28,18.6,16.28,16.28,16.28
195,220,"female",27,9,9,0,1,0,9,8,10,10,8,8,8,9,10,8,9,5,10,9,8,9,6,15.38,19.23,19.23,19.23,13.46,13.46,16.67,16.67,16.67,16.67,14.81,18.52
195,221,"female",27,7,7,0,1,0,9,8,10,10,8,7,8,8,8,5,5,7,8,7,7,8,6,15.38,19.23,19.23,19.23,13.46,13.46,15.56,17.78,17.78,17.78,17.78,13.33
195,222,"female",27,5,4,0,0,0,9,8,10,10,8,6,3,8,3,3,2,4,5,10,5,6,4,15.38,19.23,19.23,19.23,13.46,13.46,9.52,19.05,23.81,19.05,4.76,23.81
195,223,"female",27,8,5,0,1,0,9,8,10,10,8,6,8,6,7,6,5,6,8,10,5,7,6,15.38,19.23,19.23,19.23,13.46,13.46,17.39,17.39,19.57,19.57,10.87,15.22
195,224,"female",27,8,7,0,0,0,9,8,10,10,8,7,6,7,7,7,8,8,8,10,6,7,7,15.38,19.23,19.23,19.23,13.46,13.46,17.24,17.24,17.24,17.24,13.79,17.24
195,225,"female",27,8,6,1,1,1,9,8,10,10,8,6,7,7,7,6,6,6,7,8,9,8,7,15.38,19.23,19.23,19.23,13.46,13.46,14.71,14.71,14.71,14.71,20.59,20.59
195,226,"female",27,7,6,1,0,0,9,8,10,10,8,6,7,7,8,6,6,10,9,9,8,9,6,15.38,19.23,19.23,19.23,13.46,13.46,25.64,17.95,15.38,20.51,10.26,10.26
195,227,"female",27,7,6,0,1,0,9,8,10,10,8,6,4,8,8,5,6,9,7,7,6,6,6,15.38,19.23,19.23,19.23,13.46,13.46,20,16,18,16,16,14
195,228,"female",27,6,6,0,1,0,9,8,10,10,8,6,6,6,7,6,5,8,9,10,5,5,5,15.38,19.23,19.23,19.23,13.46,13.46,13.51,18.92,21.62,13.51,13.51,18.92
195,229,"female",27,7,7,1,1,1,9,8,10,10,8,8,9,7,9,5,5,8,8,9,9,8,6,15.38,19.23,19.23,19.23,13.46,13.46,21.43,16.67,21.43,16.67,11.9,11.9
195,230,"female",27,5,7,0,1,0,9,8,10,10,8,8,7,7,7,6,5,6,7,6,6,6,5,15.38,19.23,19.23,19.23,13.46,13.46,23.81,23.81,23.81,23.81,2.38,2.38
195,231,"female",27,9,8,0,1,0,9,8,10,10,8,6,8,8,8,4,6,6,10,9,8,10,9,15.38,19.23,19.23,19.23,13.46,13.46,18.6,20.93,23.26,23.26,2.33,11.63
195,232,"female",27,5,7,0,1,0,9,8,10,10,8,7,8,8,8,6,7,5,6,7,4,6,4,15.38,19.23,19.23,19.23,13.46,13.46,17.78,17.78,17.78,17.78,13.33,15.56
195,233,"female",27,7,6,1,1,1,9,8,10,10,8,6,7,7,7,7,NA,6,9,10,9,8,7,15.38,19.23,19.23,19.23,13.46,13.46,14,20,18,16,14,18
196,214,"female",25,6,6,1,1,1,9,9,9,9,9,7,8,8,7,9,5,5,8,7,9,8,5,17.65,17.65,17.65,15.69,15.69,15.69,17.02,21.28,17.02,21.28,14.89,8.51
196,215,"female",25,6,3,1,0,0,9,9,9,9,9,5,8,5,3,3,3,5,6,7,6,7,5,17.65,17.65,17.65,15.69,15.69,15.69,14.89,19.15,21.28,19.15,14.89,10.64
196,216,"female",25,7,6,0,0,0,9,9,9,9,9,7,6,9,7,7,6,2,3,5,5,NA,NA,17.65,17.65,17.65,15.69,15.69,15.69,7.5,17.5,20,22.5,12.5,20
196,217,"female",25,8,7,1,0,0,9,9,9,9,9,4,7,8,5,4,6,6,8,7,6,7,9,17.65,17.65,17.65,15.69,15.69,15.69,21.28,17.02,21.28,12.77,6.38,21.28
196,218,"female",25,2,2,0,0,0,9,9,9,9,9,2,5,4,3,6,2,2,3,3,2,NA,NA,17.65,17.65,17.65,15.69,15.69,15.69,20.51,5.13,23.08,12.82,17.95,20.51
196,219,"female",25,7,7,1,1,1,9,9,9,9,9,8,7,7,5,5,7,6,7,7,7,7,8,17.65,17.65,17.65,15.69,15.69,15.69,16.28,16.28,18.6,16.28,16.28,16.28
196,220,"female",25,2,9,0,1,0,9,9,9,9,9,10,10,10,9,9,10,4,4,3,3,3,NA,17.65,17.65,17.65,15.69,15.69,15.69,16.67,16.67,16.67,16.67,14.81,18.52
196,221,"female",25,3,5,0,1,0,9,9,9,9,9,6,5,5,4,3,3,3,6,4,3,3,NA,17.65,17.65,17.65,15.69,15.69,15.69,15.56,17.78,17.78,17.78,17.78,13.33
196,222,"female",25,2,6,0,1,0,9,9,9,9,9,7,6,5,3,4,5,2,6,4,2,1,2,17.65,17.65,17.65,15.69,15.69,15.69,9.52,19.05,23.81,19.05,4.76,23.81
196,223,"female",25,3,3,0,0,0,9,9,9,9,9,7,8,6,2,8,2,2,7,7,5,NA,NA,17.65,17.65,17.65,15.69,15.69,15.69,17.39,17.39,19.57,19.57,10.87,15.22
196,224,"female",25,1,5,0,0,0,9,9,9,9,9,7,8,5,5,5,5,2,5,3,2,NA,NA,17.65,17.65,17.65,15.69,15.69,15.69,17.24,17.24,17.24,17.24,13.79,17.24
196,225,"female",25,2,5,0,0,0,9,9,9,9,9,6,5,5,3,2,3,3,4,4,4,5,2,17.65,17.65,17.65,15.69,15.69,15.69,14.71,14.71,14.71,14.71,20.59,20.59
196,226,"female",25,3,6,0,0,0,9,9,9,9,9,5,8,7,4,6,5,5,4,5,5,5,3,17.65,17.65,17.65,15.69,15.69,15.69,25.64,17.95,15.38,20.51,10.26,10.26
196,227,"female",25,3,3,0,0,0,9,9,9,9,9,5,7,7,6,5,3,5,5,4,2,3,3,17.65,17.65,17.65,15.69,15.69,15.69,20,16,18,16,16,14
196,228,"female",25,1,6,0,1,0,9,9,9,9,9,6,7,6,4,5,6,2,5,3,2,NA,NA,17.65,17.65,17.65,15.69,15.69,15.69,13.51,18.92,21.62,13.51,13.51,18.92
196,229,"female",25,3,3,0,0,0,9,9,9,9,9,6,7,8,2,1,1,3,3,5,3,6,NA,17.65,17.65,17.65,15.69,15.69,15.69,21.43,16.67,21.43,16.67,11.9,11.9
196,230,"female",25,3,8,0,1,0,9,9,9,9,9,8,7,8,5,5,6,2,3,3,3,3,NA,17.65,17.65,17.65,15.69,15.69,15.69,23.81,23.81,23.81,23.81,2.38,2.38
196,231,"female",25,4,5,0,0,0,9,9,9,9,9,8,6,7,6,6,3,3,6,7,8,NA,3,17.65,17.65,17.65,15.69,15.69,15.69,18.6,20.93,23.26,23.26,2.33,11.63
196,232,"female",25,3,4,0,0,0,9,9,9,9,9,6,6,6,5,5,4,3,5,4,3,3,NA,17.65,17.65,17.65,15.69,15.69,15.69,17.78,17.78,17.78,17.78,13.33,15.56
196,233,"female",25,4,6,0,1,0,9,9,9,9,9,7,8,7,7,7,NA,2,8,7,3,NA,9,17.65,17.65,17.65,15.69,15.69,15.69,14,20,18,16,14,18
197,214,"female",24,4,8,0,1,0,7,8,9,9,7,8,8,9,6,8,5,7,7,7,7,7,4,14,18,20,18,16,14,17.02,21.28,17.02,21.28,14.89,8.51
197,215,"female",24,4,7,0,1,0,7,8,9,9,7,7,9,9,6,7,4,8,8,8,8,8,1,14,18,20,18,16,14,14.89,19.15,21.28,19.15,14.89,10.64
197,216,"female",24,4,6,0,0,0,7,8,9,9,7,6,8,8,6,6,3,7,6,7,7,7,4,14,18,20,18,16,14,7.5,17.5,20,22.5,12.5,20
197,217,"female",24,7,7,1,1,1,7,8,9,9,7,7,7,9,7,7,7,8,9,9,7,9,4,14,18,20,18,16,14,21.28,17.02,21.28,12.77,6.38,21.28
197,218,"female",24,4,2,0,0,0,7,8,9,9,7,3,3,4,4,4,3,7,8,7,6,8,3,14,18,20,18,16,14,20.51,5.13,23.08,12.82,17.95,20.51
197,219,"female",24,4,6,0,1,0,7,8,9,9,7,6,8,6,5,5,6,7,7,8,6,7,4,14,18,20,18,16,14,16.28,16.28,18.6,16.28,16.28,16.28
197,220,"female",24,4,9,0,1,0,7,8,9,9,7,8,8,7,8,9,10,7,7,7,7,7,5,14,18,20,18,16,14,16.67,16.67,16.67,16.67,14.81,18.52
197,221,"female",24,4,7,0,1,0,7,8,9,9,7,7,6,7,6,6,5,7,7,7,7,7,4,14,18,20,18,16,14,15.56,17.78,17.78,17.78,17.78,13.33
197,222,"female",24,4,8,0,1,0,7,8,9,9,7,8,4,7,6,7,5,7,7,7,7,7,4,14,18,20,18,16,14,9.52,19.05,23.81,19.05,4.76,23.81
197,223,"female",24,5,5,0,1,0,7,8,9,9,7,8,6,7,4,8,5,7,7,7,7,7,5,14,18,20,18,16,14,17.39,17.39,19.57,19.57,10.87,15.22
197,224,"female",24,5,8,0,1,0,7,8,9,9,7,5,8,8,10,5,7,8,8,8,7,7,4,14,18,20,18,16,14,17.24,17.24,17.24,17.24,13.79,17.24
197,225,"female",24,4,7,0,1,0,7,8,9,9,7,6,6,6,5,6,8,7,7,7,7,7,4,14,18,20,18,16,14,14.71,14.71,14.71,14.71,20.59,20.59
197,226,"female",24,6,8,0,1,0,7,8,9,9,7,8,8,8,8,7,7,7,8,8,8,8,2,14,18,20,18,16,14,25.64,17.95,15.38,20.51,10.26,10.26
197,227,"female",24,5,7,0,1,0,7,8,9,9,7,7,7,7,7,7,7,7,7,7,7,7,3,14,18,20,18,16,14,20,16,18,16,16,14
197,228,"female",24,5,5,0,0,0,7,8,9,9,7,5,6,6,6,7,5,7,7,7,7,7,4,14,18,20,18,16,14,13.51,18.92,21.62,13.51,13.51,18.92
197,229,"female",24,4,3,0,0,0,7,8,9,9,7,4,8,8,5,4,3,7,7,7,7,7,4,14,18,20,18,16,14,21.43,16.67,21.43,16.67,11.9,11.9
197,230,"female",24,4,6,0,1,0,7,8,9,9,7,7,6,7,6,5,5,7,7,7,6,7,3,14,18,20,18,16,14,23.81,23.81,23.81,23.81,2.38,2.38
197,231,"female",24,10,8,1,1,1,7,8,9,9,7,9,5,6,6,6,9,10,10,10,10,10,10,14,18,20,18,16,14,18.6,20.93,23.26,23.26,2.33,11.63
197,232,"female",24,10,9,1,1,1,7,8,9,9,7,10,10,9,10,8,8,10,10,10,10,10,10,14,18,20,18,16,14,17.78,17.78,17.78,17.78,13.33,15.56
197,233,"female",24,5,6,0,1,0,7,8,9,9,7,8,8,8,8,8,NA,7,7,7,7,7,7,14,18,20,18,16,14,14,20,18,16,14,18
198,214,"female",23,4,4,0,0,0,7,9,9,7,7,6,7,7,6,7,4,4,5,5,5,5,5,15.38,19.23,17.31,19.23,9.62,19.23,17.02,21.28,17.02,21.28,14.89,8.51
198,215,"female",23,6,3,0,0,0,7,9,9,7,7,3,7,5,6,5,4,4,5,5,6,6,5,15.38,19.23,17.31,19.23,9.62,19.23,14.89,19.15,21.28,19.15,14.89,10.64
198,216,"female",23,5,7,0,1,0,7,9,9,7,7,8,8,8,8,8,7,3,4,5,6,6,7,15.38,19.23,17.31,19.23,9.62,19.23,7.5,17.5,20,22.5,12.5,20
198,217,"female",23,4,4,0,0,0,7,9,9,7,7,3,7,6,3,5,3,6,5,7,5,5,6,15.38,19.23,17.31,19.23,9.62,19.23,21.28,17.02,21.28,12.77,6.38,21.28
198,218,"female",23,4,3,0,0,0,7,9,9,7,7,3,7,5,3,4,2,5,4,5,5,4,5,15.38,19.23,17.31,19.23,9.62,19.23,20.51,5.13,23.08,12.82,17.95,20.51
198,219,"female",23,4,4,0,0,0,7,9,9,7,7,3,6,5,5,5,3,5,4,5,4,4,4,15.38,19.23,17.31,19.23,9.62,19.23,16.28,16.28,18.6,16.28,16.28,16.28
198,220,"female",23,2,7,0,0,0,7,9,9,7,7,8,8,8,9,8,8,3,2,8,4,5,4,15.38,19.23,17.31,19.23,9.62,19.23,16.67,16.67,16.67,16.67,14.81,18.52
198,221,"female",23,3,3,0,0,0,7,9,9,7,7,3,5,6,3,7,3,3,5,6,4,5,5,15.38,19.23,17.31,19.23,9.62,19.23,15.56,17.78,17.78,17.78,17.78,13.33
198,222,"female",23,2,4,0,0,0,7,9,9,7,7,4,7,8,5,6,2,2,3,4,2,3,2,15.38,19.23,17.31,19.23,9.62,19.23,9.52,19.05,23.81,19.05,4.76,23.81
198,223,"female",23,4,4,0,0,0,7,9,9,7,7,6,8,8,3,4,5,4,4,4,4,4,5,15.38,19.23,17.31,19.23,9.62,19.23,17.39,17.39,19.57,19.57,10.87,15.22
198,224,"female",23,4,5,0,0,0,7,9,9,7,7,5,6,6,5,6,5,4,5,5,4,3,3,15.38,19.23,17.31,19.23,9.62,19.23,17.24,17.24,17.24,17.24,13.79,17.24
198,225,"female",23,5,4,0,0,0,7,9,9,7,7,4,5,6,2,3,4,4,6,7,7,6,6,15.38,19.23,17.31,19.23,9.62,19.23,14.71,14.71,14.71,14.71,20.59,20.59
198,226,"female",23,6,4,0,0,0,7,9,9,7,7,3,7,6,3,6,3,8,7,7,6,6,6,15.38,19.23,17.31,19.23,9.62,19.23,25.64,17.95,15.38,20.51,10.26,10.26
198,227,"female",23,6,2,0,0,0,7,9,9,7,7,3,3,5,4,4,2,5,5,5,5,5,5,15.38,19.23,17.31,19.23,9.62,19.23,20,16,18,16,16,14
198,228,"female",23,6,5,0,1,0,7,9,9,7,7,6,9,7,3,8,4,8,8,8,8,8,5,15.38,19.23,17.31,19.23,9.62,19.23,13.51,18.92,21.62,13.51,13.51,18.92
198,229,"female",23,6,3,0,0,0,7,9,9,7,7,3,4,5,2,2,2,6,6,8,6,6,5,15.38,19.23,17.31,19.23,9.62,19.23,21.43,16.67,21.43,16.67,11.9,11.9
198,230,"female",23,5,7,0,1,0,7,9,9,7,7,9,8,8,7,5,6,5,5,5,5,5,6,15.38,19.23,17.31,19.23,9.62,19.23,23.81,23.81,23.81,23.81,2.38,2.38
198,231,"female",23,5,3,0,0,0,7,9,9,7,7,3,6,5,1,7,5,5,5,5,4,4,5,15.38,19.23,17.31,19.23,9.62,19.23,18.6,20.93,23.26,23.26,2.33,11.63
198,232,"female",23,2,3,0,0,0,7,9,9,7,7,3,6,5,4,4,2,4,4,4,4,4,2,15.38,19.23,17.31,19.23,9.62,19.23,17.78,17.78,17.78,17.78,13.33,15.56
198,233,"female",23,5,7,0,0,0,7,9,9,7,7,6,8,8,8,8,NA,4,6,6,7,6,5,15.38,19.23,17.31,19.23,9.62,19.23,14,20,18,16,14,18
199,214,"female",30,7,7,0,1,0,9,7,9,7,9,8,6,7,6,7,6,2,10,10,5,6,5,17.5,17.5,20,12.5,20,12.5,17.02,21.28,17.02,21.28,14.89,8.51
199,215,"female",30,8,5,1,1,1,9,7,9,7,9,5,6,6,5,6,6,6,6,8,6,8,5,17.5,17.5,20,12.5,20,12.5,14.89,19.15,21.28,19.15,14.89,10.64
199,216,"female",30,3,7,0,1,0,9,7,9,7,9,8,7,7,6,7,5,1,6,6,6,7,2,17.5,17.5,20,12.5,20,12.5,7.5,17.5,20,22.5,12.5,20
199,217,"female",30,6,8,1,1,1,9,7,9,7,9,9,6,7,5,6,7,9,9,9,8,9,8,17.5,17.5,20,12.5,20,12.5,21.28,17.02,21.28,12.77,6.38,21.28
199,218,"female",30,6,5,1,0,0,9,7,9,7,9,4,4,6,6,6,5,4,9,9,4,9,4,17.5,17.5,20,12.5,20,12.5,20.51,5.13,23.08,12.82,17.95,20.51
199,219,"female",30,9,6,1,1,1,9,7,9,7,9,6,6,6,6,5,5,9,10,10,10,9,10,17.5,17.5,20,12.5,20,12.5,16.28,16.28,18.6,16.28,16.28,16.28
199,220,"female",30,8,2,0,0,0,9,7,9,7,9,8,6,7,6,7,2,2,10,8,10,8,7,17.5,17.5,20,12.5,20,12.5,16.67,16.67,16.67,16.67,14.81,18.52
199,221,"female",30,8,8,1,1,1,9,7,9,7,9,8,6,7,7,8,3,5,10,9,6,9,2,17.5,17.5,20,12.5,20,12.5,15.56,17.78,17.78,17.78,17.78,13.33
199,222,"female",30,3,8,0,1,0,9,7,9,7,9,10,7,9,8,6,7,2,9,9,9,2,2,17.5,17.5,20,12.5,20,12.5,9.52,19.05,23.81,19.05,4.76,23.81
199,223,"female",30,9,7,0,1,0,9,7,9,7,9,9,7,8,7,5,8,2,10,10,5,10,10,17.5,17.5,20,12.5,20,12.5,17.39,17.39,19.57,19.57,10.87,15.22
199,224,"female",30,6,5,0,1,0,9,7,9,7,9,8,5,5,5,5,5,3,10,10,4,10,2,17.5,17.5,20,12.5,20,12.5,17.24,17.24,17.24,17.24,13.79,17.24
199,225,"female",30,8,5,1,0,0,9,7,9,7,9,5,6,8,5,5,5,7,10,8,6,7,2,17.5,17.5,20,12.5,20,12.5,14.71,14.71,14.71,14.71,20.59,20.59
199,226,"female",30,8,7,1,1,1,9,7,9,7,9,7,6,6,7,6,7,8,7,8,8,8,3,17.5,17.5,20,12.5,20,12.5,25.64,17.95,15.38,20.51,10.26,10.26
199,227,"female",30,7,9,0,1,0,9,7,9,7,9,8,8,8,8,8,8,4,10,10,6,8,4,17.5,17.5,20,12.5,20,12.5,20,16,18,16,16,14
199,228,"female",30,6,4,0,0,0,9,7,9,7,9,6,6,7,4,7,4,5,9,9,4,9,4,17.5,17.5,20,12.5,20,12.5,13.51,18.92,21.62,13.51,13.51,18.92
199,229,"female",30,3,4,0,0,0,9,7,9,7,9,5,3,6,4,4,4,2,2,10,6,10,2,17.5,17.5,20,12.5,20,12.5,21.43,16.67,21.43,16.67,11.9,11.9
199,230,"female",30,2,7,0,1,0,9,7,9,7,9,8,6,6,5,5,6,2,4,4,4,10,4,17.5,17.5,20,12.5,20,12.5,23.81,23.81,23.81,23.81,2.38,2.38
199,231,"female",30,3,7,0,1,0,9,7,9,7,9,9,4,6,6,6,7,3,3,3,8,8,2,17.5,17.5,20,12.5,20,12.5,18.6,20.93,23.26,23.26,2.33,11.63
199,232,"female",30,2,6,0,1,0,9,7,9,7,9,6,5,6,6,6,6,2,9,7,2,7,2,17.5,17.5,20,12.5,20,12.5,17.78,17.78,17.78,17.78,13.33,15.56
199,233,"female",30,5,7,0,1,0,9,7,9,7,9,9,7,8,9,8,NA,8,10,10,6,8,2,17.5,17.5,20,12.5,20,12.5,14,20,18,16,14,18
200,214,"female",25,8,8,0,1,0,8,10,8,8,8,9,5,6,7,6,5,7,10,10,7,9,NA,13.21,18.87,18.87,16.98,16.98,15.09,17.02,21.28,17.02,21.28,14.89,8.51
200,215,"female",25,8,7,0,1,0,8,10,8,8,8,8,7,7,8,6,6,6,8,8,8,8,NA,13.21,18.87,18.87,16.98,16.98,15.09,14.89,19.15,21.28,19.15,14.89,10.64
200,216,"female",25,6,7,0,1,0,8,10,8,8,8,8,8,8,8,8,5,3,7,7,6,NA,NA,13.21,18.87,18.87,16.98,16.98,15.09,7.5,17.5,20,22.5,12.5,20
200,217,"female",25,8,7,1,1,1,8,10,8,8,8,7,7,7,5,7,5,8,10,10,8,10,NA,13.21,18.87,18.87,16.98,16.98,15.09,21.28,17.02,21.28,12.77,6.38,21.28
200,218,"female",25,7,6,0,1,0,8,10,8,8,8,7,6,7,6,6,6,6,7,9,5,9,NA,13.21,18.87,18.87,16.98,16.98,15.09,20.51,5.13,23.08,12.82,17.95,20.51
200,219,"female",25,8,7,0,1,0,8,10,8,8,8,7,7,7,7,7,7,7,9,8,8,8,NA,13.21,18.87,18.87,16.98,16.98,15.09,16.28,16.28,18.6,16.28,16.28,16.28
200,220,"female",25,8,9,0,1,0,8,10,8,8,8,9,9,9,8,9,10,6,10,9,NA,8,NA,13.21,18.87,18.87,16.98,16.98,15.09,16.67,16.67,16.67,16.67,14.81,18.52
200,221,"female",25,7,8,0,1,0,8,10,8,8,8,7,6,7,7,6,5,7,9,8,NA,7,NA,13.21,18.87,18.87,16.98,16.98,15.09,15.56,17.78,17.78,17.78,17.78,13.33
200,222,"female",25,7,7,0,1,0,8,10,8,8,8,8,6,4,6,8,4,3,9,10,4,9,NA,13.21,18.87,18.87,16.98,16.98,15.09,9.52,19.05,23.81,19.05,4.76,23.81
200,223,"female",25,8,7,0,1,0,8,10,8,8,8,8,9,8,8,7,NA,6,10,8,7,8,NA,13.21,18.87,18.87,16.98,16.98,15.09,17.39,17.39,19.57,19.57,10.87,15.22
200,224,"female",25,8,6,1,1,1,8,10,8,8,8,9,6,6,7,6,5,7,10,9,NA,9,NA,13.21,18.87,18.87,16.98,16.98,15.09,17.24,17.24,17.24,17.24,13.79,17.24
200,225,"female",25,8,8,0,1,0,8,10,8,8,8,7,7,8,6,9,8,7,9,8,7,8,NA,13.21,18.87,18.87,16.98,16.98,15.09,14.71,14.71,14.71,14.71,20.59,20.59
200,226,"female",25,7,7,0,0,0,8,10,8,8,8,7,7,8,7,7,7,7,8,8,7,7,NA,13.21,18.87,18.87,16.98,16.98,15.09,25.64,17.95,15.38,20.51,10.26,10.26
200,227,"female",25,7,8,0,1,0,8,10,8,8,8,8,7,8,7,8,8,7,8,7,7,7,NA,13.21,18.87,18.87,16.98,16.98,15.09,20,16,18,16,16,14
200,228,"female",25,7,3,0,0,0,8,10,8,8,8,4,7,7,4,5,4,5,10,9,6,9,NA,13.21,18.87,18.87,16.98,16.98,15.09,13.51,18.92,21.62,13.51,13.51,18.92
200,229,"female",25,6,NA,1,1,1,8,10,8,8,8,8,8,6,6,6,3,7,10,8,9,NA,8,13.21,18.87,18.87,16.98,16.98,15.09,21.43,16.67,21.43,16.67,11.9,11.9
200,230,"female",25,6,5,0,0,0,8,10,8,8,8,6,6,6,4,7,6,8,7,NA,7,6,6,13.21,18.87,18.87,16.98,16.98,15.09,23.81,23.81,23.81,23.81,2.38,2.38
200,231,"female",25,7,8,0,1,0,8,10,8,8,8,8,8,7,8,6,8,5,7,8,7,7,NA,13.21,18.87,18.87,16.98,16.98,15.09,18.6,20.93,23.26,23.26,2.33,11.63
200,232,"female",25,7,9,0,1,0,8,10,8,8,8,8,8,9,10,9,9,5,9,7,5,8,NA,13.21,18.87,18.87,16.98,16.98,15.09,17.78,17.78,17.78,17.78,13.33,15.56
200,233,"female",25,NA,7,0,1,0,8,10,8,8,8,8,7,7,7,8,NA,NA,NA,NA,NA,NA,NA,13.21,18.87,18.87,16.98,16.98,15.09,14,20,18,16,14,18
201,214,"female",25,7,7,0,1,0,7,8,9,9,8,9,7,8,6,8,6,7,7,8,NA,8,NA,15.38,17.31,17.31,17.31,17.31,15.38,17.02,21.28,17.02,21.28,14.89,8.51
201,215,"female",25,7,6,0,0,0,7,8,9,9,8,6,8,9,5,8,5,7,8,8,8,8,7,15.38,17.31,17.31,17.31,17.31,15.38,14.89,19.15,21.28,19.15,14.89,10.64
201,216,"female",25,6,8,0,1,0,7,8,9,9,8,9,9,9,9,9,9,3,8,8,7,NA,NA,15.38,17.31,17.31,17.31,17.31,15.38,7.5,17.5,20,22.5,12.5,20
201,217,"female",25,6,6,1,0,0,7,8,9,9,8,5,7,6,5,4,5,7,8,10,NA,9,NA,15.38,17.31,17.31,17.31,17.31,15.38,21.28,17.02,21.28,12.77,6.38,21.28
201,218,"female",25,1,5,0,0,0,7,8,9,9,8,6,6,6,5,5,4,2,8,NA,1,NA,1,15.38,17.31,17.31,17.31,17.31,15.38,20.51,5.13,23.08,12.82,17.95,20.51
201,219,"female",25,4,7,0,0,0,7,8,9,9,8,5,8,6,5,5,6,7,NA,NA,NA,NA,NA,15.38,17.31,17.31,17.31,17.31,15.38,16.28,16.28,18.6,16.28,16.28,16.28
201,220,"female",25,4,10,0,1,0,7,8,9,9,8,10,10,10,10,10,10,3,8,8,3,8,3,15.38,17.31,17.31,17.31,17.31,15.38,16.67,16.67,16.67,16.67,14.81,18.52
201,221,"female",25,6,7,0,1,0,7,8,9,9,8,7,7,8,8,8,5,7,7,7,NA,7,NA,15.38,17.31,17.31,17.31,17.31,15.38,15.56,17.78,17.78,17.78,17.78,13.33
201,222,"female",25,2,3,0,0,0,7,8,9,9,8,5,4,4,4,4,2,1,7,NA,1,NA,NA,15.38,17.31,17.31,17.31,17.31,15.38,9.52,19.05,23.81,19.05,4.76,23.81
201,223,"female",25,7,6,0,1,0,7,8,9,9,8,8,9,8,8,6,7,6,8,9,NA,9,NA,15.38,17.31,17.31,17.31,17.31,15.38,17.39,17.39,19.57,19.57,10.87,15.22
201,224,"female",25,5,7,0,0,0,7,8,9,9,8,6,6,7,6,6,5,4,7,8,NA,NA,NA,15.38,17.31,17.31,17.31,17.31,15.38,17.24,17.24,17.24,17.24,13.79,17.24
201,225,"female",25,6,5,0,0,0,7,8,9,9,8,5,7,7,7,8,6,5,8,8,7,9,NA,15.38,17.31,17.31,17.31,17.31,15.38,14.71,14.71,14.71,14.71,20.59,20.59
201,226,"female",25,8,6,1,0,0,7,8,9,9,8,6,7,7,7,5,6,9,7,8,NA,9,9,15.38,17.31,17.31,17.31,17.31,15.38,25.64,17.95,15.38,20.51,10.26,10.26
201,227,"female",25,6,5,0,0,0,7,8,9,9,8,6,8,8,6,7,6,6,7,7,NA,NA,NA,15.38,17.31,17.31,17.31,17.31,15.38,20,16,18,16,16,14
201,228,"female",25,5,6,0,0,0,7,8,9,9,8,6,7,7,5,5,3,5,8,8,4,NA,NA,15.38,17.31,17.31,17.31,17.31,15.38,13.51,18.92,21.62,13.51,13.51,18.92
201,229,"female",25,7,5,0,0,0,7,8,9,9,8,5,8,7,5,5,5,7,7,8,7,7,NA,15.38,17.31,17.31,17.31,17.31,15.38,21.43,16.67,21.43,16.67,11.9,11.9
201,230,"female",25,8,7,1,1,1,7,8,9,9,8,9,8,9,9,5,5,8,8,8,9,9,8,15.38,17.31,17.31,17.31,17.31,15.38,23.81,23.81,23.81,23.81,2.38,2.38
201,231,"female",25,6,5,0,0,0,7,8,9,9,8,6,6,6,5,7,8,8,8,8,7,8,3,15.38,17.31,17.31,17.31,17.31,15.38,18.6,20.93,23.26,23.26,2.33,11.63
